AuthID,Author
12877,"Goodrich, Lisa V"
12485,"Goodrich, Lisa V."
3537,"Goodsell, Anne Laurel"
26268,"Goodson, Boyd M."
17953,"Goodson, J. J."
23732,"Goodwin, Patricia R."
22371,"Goodwin-Horn, Elizabeth A."
8344,Google Books Team
9012,"Goonesekera, Sunali D."
17954,"Goossens, L."
16382,"Gootenberg, David B."
16883,"Gootenberg, David Benjamin"
10034,"Gopakumar, Rajesh"
26761,"Gopal, Shuba"
22879,"Gopal, Srihari"
15200,"Gopalakrishnan, Sarang"
3181,"Gopinath, Gita"
21446,"Gorbatov, Rostic"
17955,"Gorbounov, P. A."
651,"Gordon, Andrew"
8225,"Gordon, Andrew D."
11056,"Gordon, D."
6709,"Gordon, Gwyneth W."
17956,"Gordon, H. A."
9673,"Gordon, Karl"
16357,"Gordon, Michael J."
429,"Gordon, Peter"
11121,"Gordon, Peter C."
2334,"Gordon, Roy"
3081,"Gordon, Roy Gerald"
10375,"Gordus, A."
6387,"Gordus, Andrew"
13036,"Gore, Jeff"
3644,"Gore, John C."
17957,"Gorelov, I."
12885,"Goren, Alon"
17958,"Gorfine, G."
26920,"Gorgolewski, Krzysztof J"
5797,"Gorin, David Joel"
17959,"Gorini, B."
17960,"Gorini, E."
17961,"Gorišek, A."
7949,"Gorman, Kristen B."
16376,"Gorman, Mark J."
24592,"Gorman, Megan J."
17962,"Gornicki, E."
316,"Gornushkin, Yu."
20622,"Gorodeisky, R."
17963,"Gorokhov, S. A."
14689,"Gorshkov, A. V."
14764,"Gorshkov, A.V."
7433,"Gorshkov, Alexey Vyacheslavovich"
21087,"Gorti, Uma"
22,"Gortler, Steven"
8639,"Gortler, Steven J."
17964,"Goryachev, V. N."
17965,"Gosdzik, B."
24871,"Goshaw, A. T."
21987,"Goss, Josue"
8362,"Gossard, A. C."
4816,"Gossard, Arthur"
3713,"Gossard, Arthur C."
17966,"Gosselink, M."
11505,"Gosset, J."
3235,"Gostin, Larry"
3237,"Gostin, Larry O."
3226,"Gostin, Lawrence O."
17967,"Gostkin, M. I."
24175,"Goswami, Anjali"
15970,"Gotelli, N. J."
4140,"Gotelli, Nicholas"
3883,"Gotelli, Nicholas J"
87,"Gotelli, Nicholas J."
26459,"Gotink, Rinske A."
4695,"Gotlib, Ian H."
740,"Gotsman, Craig"
2603,"Gottesman, Irving I."
6463,"Gottlieb, Daniel J"
1010,"Gottlieb, Ellaine W."
20979,"Gou, Lijun"
21952,"Gouadon, Elodie"
11507,"Gouanère, M."
14398,"Goudarzi, Maryam"
224,"Gouffon, P."
17968,"Gough Eschrich, I."
9889,"Gough, Christopher"
11184,"Gough, Christopher M."
17969,"Gouighri, M."
17970,"Goujdami, D."
780,"Gould, Billie"
6064,"Gould, Robert"
986,"Goulden, Michael L."
17971,"Goulette, M. P."
6366,"Gounaris, Elias"
3030,"Gourinchas, Pierre-Oliver"
3037,"Gourinchas, Pierre-Olivier"
5767,"Gourion, Benjamin"
20857,"Gourlay, Robert"
13366,"Gous, Tertius A."
17972,"Goussiou, A. G."
16142,"Gouyon, Pierre-Henri"
6619,"Gove, Aaron"
949,"Gove, Aaron D."
13102,"Gove, Sandy"
15390,"Govender, Ravi"
4284,"Govereau, Paul"
6443,"Govindaraju, Diddahally R"
3071,"Govindaraju, Diddahally R."
9866,"Gower, David J."
17973,"Goy, C."
3347,"Goyal, Anish"
3350,"Goyal, Anish K."
25873,"Gozani, E."
24872,"Gozpinar, S."
25277,"Grabas, H. M. X."
15706,"Grabe, Hans J."
25278,"Graber, L."
4534,"Graber, Tim"
4560,"Graber, Timothy"
8313,"Grabowicz, George G."
22736,"Grabowicz, Marcin"
17974,"Grabowska-Bold, I."
25715,"Grabski, V."
27217,"Gracia, Tannia"
21917,"Gradečak, Silvija"
20464,"Gradl, W."
22726,"Grady, Michele M"
14403,"Graeber, Thomas G"
11618,"Graf, N."
5497,"Graf, Thomas"
16139,"Grafen, Alan"
7042,"Graff, Peter"
17975,"Grafström, P."
3179,"Grafton, Anthony"
25716,"Grah, C."
2929,"Graham, D.W."
27045,"Graham, Daniel J."
2912,"Graham, David W."
20578,"Graham, M. T."
26249,"Graham, Mark J."
7938,"Graham, Michael J."
20038,"Graham, Robert R."
14575,"Graham, William Albert"
17976,"Grahn, K-J."
25938,"Grahn, K. -J."
25279,"Grahn, K.-J."
8609,"Graif, Corina"
8959,"Grama, Abhinav Satish"
22534,"Grambsch, A."
25280,"Gramling, J."
24873,"Gramstad, E."
123,"Gran, R."
7479,"Granados-Focil, Sergio"
8707,"Granara, William E."
5123,"Granata, V."
17977,"Grancagnolo, F."
17978,"Grancagnolo, S."
26649,"Grandjean, Philippe"
20993,"Granger Morgan, M."
569,"Granier, Andre"
9216,"Grankvist, Alexander"
22535,"Grano, D."
13565,"Granot, David"
11508,"Grant, A."
14713,"Grant, B. R."
9808,"Grant, Barbara Rosemary"
8867,"Grant, Bruce S."
26681,"Grant, Craig"
16978,"Grant, D. S."
22221,"Grant, Donald S"
7356,"Grant, Donald S."
9966,"Grant, J."
4225,"Grant, John A."
14712,"Grant, P. R."
3360,"Grant, Peter"
9807,"Grant, Peter R"
21922,"Grant, Richard T."
9890,"Grant, Robert"
11655,"Grant, Sarah Schmidt"
2094,"Grant, Stephen W. F."
12915,"Gras-Miralles, Beatriz"
169,"Grashorn, E. W."
2355,"Grassi, Antonella"
17979,"Grassi, V."
7413,"Gratch, Jonathan"
17980,"Gratchev, V."
22880,"Gratten, Jacob"
5124,"Gratton, R."
10723,"Gratzl, Samuel"
17981,"Grau, N."
20324,"Grauges, E."
23327,"Graustein, William C."
16684,"Grav, T."
14457,"Graveley, Brenton R"
6031,"Graves, Tina"
15282,"Graves, Tina A"
5380,"Gray, B. Lawrence"
11773,"Gray, Benjamin M."
17982,"Gray, H. M."
2188,"Gray, Heather"
17983,"Gray, J. A."
11251,"Gray, J. M."
8796,"Gray, Jessica"
16658,"Gray, Kurt"
1453,"Gray, L.J."
1035,"Gray, Leonard J."
8343,"Gray, Matthew K."
15323,"Gray, Nathanael S"
11266,"Gray, Nathanael S."
8257,"Gray, Paul A."
510,"Gray, Peter B."
13626,"Graydon, J. A."
13022,"Grayson, Phil"
22333,"Graz, Ingrid"
17984,"Graziani, E."
11509,"Graziani, G."
11858,"Graziano, William"
14446,"Greaney, Mary L."
17985,"Grebenyuk, O. G."
9271,"Gredebäck, Gustaf"
1744,"Green, Alexander"
5696,"Green, Angela"
24478,"Green, Anna G"
25717,"Green, B."
15090,"Green, D."
22372,"Green, Jack E."
2791,"Green, Jerry"
9107,"Green, Jerry R."
21090,"Green, Joel D."
2097,"Green, Julian W."
21426,"Green, M A"
6112,"Green, M. L."
15283,"Green, Richard E"
8778,"Green, Richard E."
26759,"Green, Thomas M"
5850,"Green, Todd"
20896,"Green, Walton A."
10148,"Green, Walton Atwater"
15024,"Greenbaum, Daniel"
8224,"Greenberg, E. Peter"
5813,"Greenberg, Edward"
20045,"Greenberg, Jeffrey D."
11355,"Greenberg, Michael E."
1301,"Greene, Brian R."
516,"Greene, Harry W"
13575,"Greene, Jeremy Alan"
2148,"Greene, Joshua"
2147,"Greene, Joshua D."
2096,"Greene, Julian W."
8287,"Greene, Virginie"
17986,"Greenfield, D."
7363,"Greenhill, Lincoln J."
14759,"Greenhill, Lincoln Jared"
24749,"Greenough, P Gregg"
17987,"Greenshaw, T."
8153,"Greenslit, Nathan"
448,"Greenstadt, Rachel"
3874,"Greenstone, Michael"
1732,"Greenwald, Anthony G."
3379,"Greenwald, Bruce C."
4393,"Greenwald, Lloyd"
8746,"Greenwold, Matthew J"
11980,"Greenwood, Robin Marc"
17988,"Greenwood, Z. D."
6523,"Greer, A. L."
17989,"Gregersen, K."
11333,"Gregersen, Peter K"
10284,"Gregersen, Peter K."
14340,"Gregg, Christopher J."
9871,"Gregoire, John M."
17990,"Gregor, I. M."
15242,"Gregory, Brian D"
22700,"Gregory, Bruce"
23707,"Gregory, G."
23260,"Gregory, G. L."
23332,"Gregory, Gerald L."
26334,"Gregory, Richard I."
20970,"Gregory, T. Ryan"
2986,"Greif, Avner"
7617,"Greif, Daniel"
11976,"Greig, Luciano Custo"
26600,"Greiner, J."
5193,"Greiner, Markus"
21347,"Greiser, Karin H."
9635,"Grenfell-Lee, Daniel"
17991,"Grenier, P."
12780,"Gresh, Lionel"
14796,"Gresham, D."
1164,"Gresham, David"
15353,"Greulich, Heidi"
2487,"Greve, Douglas"
5651,"Greve, Douglas N."
26571,"Grevesse, Thomas"
20932,"Grew, E. S."
7219,"Greytak, Thomas J."
25718,"Griesmayer, E."
3313,"Griffies, Stephen M."
6032,"Griffin, Darren K"
14267,"Griffin, James D."
14287,"Griffin, James D."
23920,"Griffin, Maura"
6540,"Griffin, R. G."
7983,"Griffin, Randi Heesoo"
5218,"Griffin, Sheila"
1404,"Griffith, Gareth W."
20313,"Griffith, L. G."
2689,"Griffith, Rachel"
21286,"Griffiths, Anthony"
17992,"Griffiths, J."
4634,"Griffiths, J. A."
13286,"Griffiths, Jeffrey K"
4632,"Griffiths, Jennifer A."
5704,"Griffiths, Michael J."
22373,"Griffiths-Jones, Sam"
17993,"Grigalashvili, N."
11792,"Griggio, Francesca"
5406,"Grigorieff, Nikolaus"
3907,"Grigoriev, A. Y."
4558,"Grigoriev, Alexei"
4532,"Grigoriev, Alexei Y."
4399,"Grigoriev, Alexei Yu."
20217,"Grigoriev, Igor V."
17994,"Grillo, A. A."
8904,"Grimes, Catherine Leimkuhler"
24874,"Grimm, K."
15707,"Grimm, Oliver"
22374,"Grimmelikhuijzen, Cornelis J. P."
16661,"Grimmer, Justin"
8262,"Grimmond, Sean M."
5683,"Grimsrud, Anna"
11900,"Grindlay, Jonathan E."
21513,"Gring, M"
21505,"Gring, M."
27235,"Grinolds, M. S."
24118,"Grinolds, Michael S."
8532,"Grinolds, Michael Sean"
17995,"Grinstein, S."
2643,"Grinthal, Alison Elizabeth"
24875,"Gris, Ph."
17996,"Grishkevich, Y. V."
6052,"Gritli-Linde, Amel"
20435,"Gritsan, A. V."
7560,"Gritsev, Vladimir"
25639,"Grivaz, J-F."
25939,"Grivaz, J. -F."
17997,"Grivaz, J.-F."
5652,"Grodstein, Francine"
12232,"Groen, Simon C."
21692,"Groenen, Patrick J. F."
7733,"Groenenboom, Gerrit"
8416,"Groenenboom, Gerrit C."
1414,"Groenewald, Johannes Z."
13208,"Groff, Abigail F"
4717,"Grofman, Bernard"
25719,"Grognuz, J."
17998,"Groh, M."
4127,"Grohmann, Kleanthes K."
25281,"Grohs, J. P."
24876,"Grohsjean, A."
12603,"Groisman, Alex"
14240,"Groll, Michael"
6435,"Groner, Yoram"
20222,"Groom, B."
1719,"Groover, Andrew"
9441,"Gropp, William"
11837,"Grosberg, Anna"
16140,"Grosberg, Rick"
8878,"Grosdidier, Aurélien"
20439,"Grosdidier, G."
23385,"Grose, W. L."
3408,"Gross, Benedict H."
17999,"Gross, E."
21914,"Gross, Joshua B."
6620,"Gross, Kevin"
15014,"Gross, Louis J."
4413,"Gross, Markus"
24593,"Gross, Myron"
21767,"Gross, Neil"
18000,"Grosse-Knetter, J."
13308,"Grosset, Jacques H."
26333,"Grossi, Elena"
25282,"Grossi, G. C."
4667,"Grosskopf, Brit"
1307,"Grossman, Dan"
1666,"Grossman, Emily"
3480,"Grossman, Gene M."
147,"Grossman, N."
5629,"Grossman, Paul M."
2386,"Grossman, Sanford"
3559,"Grossman, Sanford J."
7115,"Grossman, Sharon Rachel"
21487,"Grossmann, Nina"
16726,"Grossmann, Tom N."
20019,"Grosso, Mallory E."
33,"Grosz, Barbara"
6539,"Grosz, Barbara J."
18001,"Groth-Jensen, J."
12267,"Grothey, Axel"
14992,"Grotzinger, J. P."
2020,"Grotzinger, John"
1810,"Grotzinger, John P."
25283,"Grout, Z. J."
7349,"Grove, Jessica N."
588,"Grove, R."
2842,"Groves, W. Byron"
3818,"Growdon, John Herbert"
16141,"Grozinger, Christina M."
14594,"Grubbs, Robert H."
6097,"Grubel, Gerhard"
7286,"Gruber, Jonathan D."
2166,"Gruber, Michael"
15708,"Gruber, Oliver"
5224,"Gruber, Staci Ann"
7335,"Gruber, Thibaud"
380,"Grudzinski, J. J."
1785,"Gruen, Mathias"
1997,"Gruener, John E."
6123,"Gruenewald, Torsten"
549,"Gruenwald, Thomas"
5773,"Gruffaz, Christelle"
11417,"Grunberg, Stephanie"
14283,"Gruner, Sol M."
25720,"Gruwe, M."
18002,"Grybel, K."
1410,"Gryzenhout, Marieka"
2011,"Grzebyk, Daniel"
193,"Grzelak, K."
770,"Grzeszczuk, Radek"
21623,"Grönberg, Henrik"
20556,"Grünberg, O."
9414,"Gu, Chan"
8278,"Gu, G. D."
22481,"Gu, Genda"
4954,"Gu, Haibin"
21980,"Gu, Hangcang"
9482,"Gu, Hongcang"
8329,"Gu, J. J."
9171,"Gu, J.J."
1153,"Gu, Jiajun"
7958,"Gu, Jiangjiang"
9329,"Gu, Jiangjiang J."
27109,"Gu, L."
1055,"Gu, Lianhong"
10807,"Gu, Luo"
738,"Gu, Xianfeng"
14499,"Gu, Yusu"
22148,"Gu, Zhizhan"
15709,"Guadalupe, Tulio"
4012,"Gualmini, Andrea"
25284,"Guan, L."
26146,"Guan, Lili"
24408,"Guan, Runnian"
10471,"Guan, Weihe"
21770,"Guarillof, Philippe"
310,"Guarino, V."
18003,"Guarino, V. J."
4009,"Guasti, Maria Teresa"
21120,"Guatelli-Steinberg, D."
20894,"Guatimosim, Cristina"
22375,"Gubbala, Sai"
24692,"Gubina, Marina"
20067,"Guchelaar, Henk-Jan"
23866,"Gudbjartsson, Daníel F."
7018,"Gudelj, Ivana"
27356,"Guder, Firat"
13233,"Gudes, Sagi"
24030,"Gudnason, Vilmundur"
23174,"Guedj, Mickael"
1423,"Gueidan, Cecile"
12404,"Guell, Marc"
943,"Guenard, Benoit"
4426,"Guennebaud, Gael"
4325,"Guenther, A."
3823,"Guenther, Alex"
25848,"Guenther, J."
12185,"Guenther, Tanya"
9929,"Guerin, Scott A."
13113,"Guermani, Enrico"
11645,"Guerquin-Kern, Jean-Luc"
13325,"Guerreschi, G. G."
25285,"Guescini, F."
18004,"Guest, D."
2634,"Guet, Calin C."
20789,"Guet, Calin C."
25286,"Gueta, O."
921,"Guetzkow, Joshua"
20839,"Guggiana-Nilo, Drago A."
11510,"Guglielmi, A."
5659,"Guglielmini, Julien"
13700,"Guglielmini, Laura"
16687,"Guha, Arjun"
8070,"Guha, Rajarshi"
7736,"Guica, Monica"
18005,"Guicheney, C."
16547,"Guichet, Emilande"
18006,"Guida, A."
20415,"Guido, E."
2641,"Guidotti, Guido"
22376,"Guigó, Roderic"
14157,"Guilinger, John P."
12736,"Guillaume, Florence D."
5226,"Guillaumot, Julien"
604,"Guillemette, Chantal"
18007,"Guillemin, T."
1169,"Guillet, Thierry"
8771,"Guillette, Louis J"
21943,"Guillevic, Oriane"
4129,"Guimaraes, Maximiliano"
25597,"Guimarães da Costa, J. Barreiro"
16831,"Guimond, Serge"
5178,"Guinan, Edward F."
18008,"Guindon, S."
24668,"Guinet, Jean-Michel"
14993,"Guinness, E. A."
8392,"Guirado, J. C."
8402,"Guirado, J.C."
26003,"Guirriec, E. Le"
12303,"Guise, Theresa"
8414,"Gujar, Sujit"
24877,"Gul, U."
3152,"Gulati, Gaurav"
18009,"Guler, H."
11965,"Gullans, M."
27406,"Gullans, Michael"
7136,"Gullans, Michael John"
24268,"Gulledge, J."
20207,"Gumann, Patryk"
25287,"Gumpert, C."
27004,"Gunaratna, Nilupa S."
12910,"Gunaratne, Preethi H."
6976,"Gunaratne, Ruwan"
5514,"Gunatilleke, Nimal"
5515,"Gunatilleke, Savitri"
21707,"Gunawan, Oki"
24440,"Gunawardena, Jeremy"
11696,"Gundry, Stacey R."
15562,"Guner-Ataman, Burcu"
2541,"Gunnar, Megan R."
23728,"Gunsalus, Kearney T. W."
18010,"Gunther, J."
18011,"Guo, B."
23236,"Guo, C."
6464,"Guo, Chao-yu"
10792,"Guo, Guang-Can"
6084,"Guo, Hansheng"
21400,"Guo, Hengchang"
18012,"Guo, J."
13716,"Guo, Jian"
8247,"Guo, Jin-jin"
16697,"Guo, Jinjin"
20061,"Guo, Michael H."
22791,"Guo, Peng"
9071,"Guo, Philip J."
5133,"Guo, Shangqin"
15261,"Guo, Shuling"
26880,"Guo, Wei"
22152,"Guo, Xiangqian"
5665,"Guo, Yuchun"
20436,"Guo, Z. J."
16720,"Guo, Zengcai V."
12353,"Guoqing, Chang"
18013,"Gupta, A."
8978,"Gupta, Malancha"
10286,"Gupta, Namrata"
13104,"Gupta, Neil"
16294,"Gupta, Piyush B."
16057,"Gupta, Rajat"
11439,"Gupta, Rajat M."
9385,"Gupta, S."
10637,"Gupta, Sujata"
13334,"Gupta, Tripti"
11693,"Gupta, Vandana A."
15710,"Gur, Raquel E."
15711,"Gur, Ruben C."
11103,"Gurak, Mary"
15002,"Gurdian, Rodolfo"
5878,"Gureje, Oye"
8717,"Guren, Adam Michael"
7524,"Gurevich, Yulia Vsevolodovna"
23046,"Gurling, Hugh"
12477,"Gurnot, Cecile"
16866,"Guruharsha, K. G."
21113,"Guruswami, Venkatesan"
14752,"Gurwell, Mark Andrew"
26434,"Guryev, Victor"
18014,"Gusakov, Y."
5419,"Guseh, James Sawalla"
18015,"Gushchin, V. N."
26265,"Gust, Brogan M."
12941,"Gustafsdottir, Sigrun M."
2447,"Gustafson, Eric"
20136,"Gustafson, Ulla"
22558,"Gustafson, W. I."
7375,"Gustafsson, Mats H. G."
23888,"Gustafsson, Stefan"
13623,"Gustin, M. S."
24329,"Gut, Ivo"
13184,"Gut, Ivo G."
13179,"Gut, Marta"
10012,"Gutchess, Angela H."
1086,"Gutell, Robin R."
26827,"Guter, Stephen J."
25288,"Gutierrez Ortiz, N. G."
18016,"Gutierrez, A."
10149,"Gutierrez, A. G."
21008,"Gutierrez, Alejandro"
12600,"Gutierrez, Edgar"
18017,"Gutierrez, P."
15915,"Gutiérrez, Mónica"
26300,"Gutlerner, Johanna L."
6476,"Gutman, Roee"
4656,"Gutmann, Myron"
4728,"Gutmann, Myron P."
25289,"Gutschow, C."
8650,"Guttal, Vishwesha"
19995,"Guttman, Mitch"
21440,"Guttman, Mitchell"
18018,"Guttman, N."
16851,"Gutu, Andrian"
15050,"Gutwin, Carl"
589,"Gutzmer, D."
18019,"Gutzwiller, O."
4052,"Guy, Franck"
12529,"Guye, Patrick"
18020,"Guyot, C."
2362,"Guzman, Andrew"
2102,"Guzman, Andrew T."
6632,"Guénard, Benoit"
9209,"Guðnason, Vilmundur"
18021,"Gwenlan, C."
9267,"Gweon, Hyowon"
18022,"Gwilliam, C. B."
1311,"Gwinn, Nancy"
9157,"Gwon, Youngjune Lee"
16143,"Gwynne, Darryl"
6672,"Gyger, Elliott"
8985,"Gygi, Steven P."
1685,"Gyourko, Joseph"
6718,"Gómez, Laura"
13264,"Gómez, Sara"
19980,"Gökbayrak, N. Simay"
10562,"Göncü, Fatih"
17936,"Göpfert, T."
20865,"Göransson, Olga"
15712,"Göring, Harald H. H."
17938,"Gössling, C."
17939,"Göttfert, T."
11506,"Gößling, C."
15190,"Günther, H. M."
21343,"Günther, Kathrin"
9531,"Günther, Stephan"
6422,"Gütig, Robert"
8569,"Güzel, Mine"
9099,"Ha, Heon-ick"
24662,"Haak, Wolfgang"
21051,"Haam, Eddie"
797,"Haarsma, Deborah B."
18023,"Haas, A."
437,"Haas, Norman"
18024,"Haas, S."
20285,"Haas, Simon"
16600,"Habenicht, Richard"
6160,"Habenschuss, A."
18025,"Haber, C."
10548,"Haberer, Elaine D."
16778,"Haberle, R. M."
8037,"Haberman, Jason"
201,"Habig, A."
11974,"Habraken, S J M"
14765,"Habraken, S."
11961,"Habraken, S. J. M."
10247,"Haburcak, Marian"
8000,"Hachmann, Johannes"
10293,"Hacisuleyman, Ezgi"
18026,"Hackenburg, R."
7543,"Hackermuller, Lucia"
7591,"Hackl, Andreas"
2504,"Hackman, J."
2220,"Hackman, J. Richard"
9745,"Hacohen, Nir"
18027,"Hadavand, H. K."
25290,"Haddad, N."
22439,"Haddad, Nick M."
13297,"Haddad, Rafi"
14943,"Hadfield, M. G."
18028,"Hadley, D. R."
10756,"Hadley, J"
550,"Hadley, Julian"
1044,"Hadley, Julian L."
7068,"Hadwiger, Markus"
18029,"Haefner, P."
24015,"Haerting, Johannes"
15284,"Haerty, Wilfried"
7504,"Hafezi, Mohammad"
3362,"Haffouz, Soufien"
5969,"Hafler, David A."
20465,"Hafner, A."
538,"Hafner, Jason H."
704,"Haga, Koki"
7088,"Hagan, Michael"
25617,"Hageboeck, S."
26527,"Hageböck, S."
25291,"Hageböeck, S."
24375,"Hagedorn, Elliott J"
20805,"Hagedorn, Elliott J."
15327,"Hagen, Matthew C."
15713,"Hagenaars, Saskia"
3124,"Hager, Bradford H."
21555,"Hagg, Sara"
2363,"Haggard, Stephan"
12032,"Haggarty, Stephen J."
5636,"Haggarty, Stephen John"
22065,"Haggerty, Timothy J."
8729,"Hagiwara, Akari"
11511,"Hagner, C."
14165,"Hagness, Susan C."
20125,"Hagström, Åsa K"
9178,"Hague, Daniel"
21954,"Hagège, Albert"
14163,"Hahn, Adam R."
13187,"Hahn, Beatrice H."
18030,"Hahn, F."
11818,"Hahn, Matthew W."
26776,"Hahn, William C"
20825,"Hahn, William C."
11387,"Haider, Batool A"
18031,"Haider, S."
1798,"Haig, David"
1800,"Haig, David Addison"
10768,"Haight, Richard"
15405,"Haigis, Kevin M"
12443,"Haigis, Marcia C."
24594,"Haiman, Christopher A."
21216,"Haining, W. Nicholas"
25920,"Haiser, Henry J"
16882,"Haiser, Henry J."
14117,"Haislip, Allyson M."
4141,"Haitner, Iftach"
18032,"Hajduk, Z."
15714,"Hajek, Tomas"
4360,"Hajiaghayi, Mohammad"
4368,"Hajiaghayi, Mohammad T."
5374,"Hajibabaei, Mehrdad"
23170,"Hajj, Rodolphe"
6383,"Hajjar, Ihab"
14086,"Hak, Chanroeun"
8832,"Hakala, Tommi K."
6499,"Hakkinen, Pertti Bert"
18033,"Hakobyan, H."
10089,"Hakuno, Yoko"
13142,"Halager, Anders E."
6745,"Halder, Georg"
25292,"Haleem, M."
1636,"Halevi, Shai"
21114,"Halevy, I."
13663,"Halevy, Itay"
2762,"Haley, Hillary"
27145,"Haley, J."
888,"Halgren, Eric"
12236,"Halkier, Barbara A."
12359,"Hall, Benjamin A."
12822,"Hall, Bradford"
24878,"Hall, D."
10808,"Hall, David J."
8202,"Hall, Edward J"
15715,"Hall, Geoffrey B."
15716,"Hall, Jeremy"
23246,"Hall, Jocelyn C"
789,"Hall, Jocelyn C."
2684,"Hall, Ned"
5516,"Hall, Pamela"
21624,"Hall, Per"
5053,"Hall, Peter A."
3940,"Hall, Peter, A."
13679,"Hall, S. R."
23602,"Hall, T"
1173,"Hall-Clifford, Rachel"
24879,"Halladjian, G."
7556,"Hallatschek, Oskar"
6053,"Hallberg, Kristina"
4501,"Halle, Michael"
4994,"Halle, Michael Wilfred"
4018,"Halle, Morris"
24128,"Haller, Chiara S"
20848,"Haller, Chiara S."
18034,"Haller, J."
24357,"Hallers, Boudewijn ten"
2696,"Hallett, Lindsay A."
6735,"Hallett, Steven G"
25874,"Hallewell, G. D."
24663,"Hallgren, Fredrik"
1132,"Hallgrimsson, Benedikt"
4119,"Hallgrímsson, B."
4068,"Hallgrímsson, Benedikt"
4072,"Hallgrımsson, B."
2163,"Hallinan, Elizabeth V."
14978,"Hallmann, Christian"
3095,"Halls, Mathew D."
1544,"Halperin, Bertrand"
7139,"Halperin, Bertrand I."
11278,"Halperin, Jose A."
27392,"Halpern, Joseph Y."
347,"Halsall, R."
14969,"Halverson, Galen P."
10979,"Halverson, N. W."
8429,"Halász, Ádám"
3358,"Ham, Donhee"
18035,"Hamacher, K."
18036,"Hamal, P."
12120,"Hamalainen, Mark"
8490,"Hamann, Katharina"
20716,"Hamano, K."
8916,"Hamant, Olivier"
2970,"Hamao, Yasushi"
12460,"Hamblin, Michael R"
8657,"Hamburger, Jeffrey F."
27365,"Hamedi, Mahiar Max"
20564,"Hamel de Monchenault, G."
12191,"Hamer, Davidson H."
9935,"Hamer, Hilary Ann"
18037,"Hamer, M."
21466,"Hamer, Sarah A."
27270,"Hamidian, M. H."
18038,"Hamilton, A."
20473,"Hamilton, B."
24494,"Hamilton, Elizabeth"
13485,"Hamilton, Elizabeth J"
10080,"Hamilton, Elizabeth Julia"
11979,"Hamilton, John T."
12902,"Hamilton, Mark P."
23972,"Hamilton, Robert M."
18039,"Hamilton, S."
3800,"Hamilton, Sania E."
25293,"Hamity, G. N."
23505,"Hamlin, Amy J."
9954,"Hamm, Laura M."
8690,"Hamm, Patrick"
12188,"Hammamy, Diaa"
6706,"Hammarlund, Emma U."
23245,"Hammel, Alexander J"
22881,"Hammer, Christian"
3009,"Hammer, Emily"
24693,"Hammer, Michael"
13197,"Hammer, Michael F."
3914,"Hammer, Peter E."
7488,"Hammerer, K"
7562,"Hammerer, Klemens"
20907,"Hammerman, P S"
15477,"Hammock, Jennifer A."
930,"Hammond, Janice"
9440,"Hammond, Jeff"
2137,"Hammond, Marlys"
6286,"Hammond, Martin"
12533,"Hammond, Paula T."
1329,"Hammond-Pyle, Elizabeth"
1984,"Hammonds, Evelynn M."
25294,"Hamnett, P. G."
11402,"Hamon, Jessie K"
20521,"Hamon, O."
22321,"Hampton-Marcell, Jarrad"
12040,"Hamrah, Pedram"
22882,"Hamshere, Marian L"
6607,"Han, Anpan"
14148,"Han, Baosan"
15513,"Han, David K."
15206,"Han, Eunice S."
18040,"Han, H."
8689,"Han, Jae-Gu"
18041,"Han, L."
15517,"Han, May H."
21808,"Han, Steve S. W."
16488,"Han, Summer S."
12422,"Han, Xiaoxing"
9704,"Han, Yi"
21157,"Han, Yifeng"
26921,"Han, Ying"
11855,"Han, Z."
14860,"Han, Zaizhu"
7458,"Han, Zhenyu"
18042,"Hanagaki, K."
10334,"Hanage, William P."
15091,"Hanany, S."
24880,"Hanawa, K."
18043,"Hance, M."
26884,"Hancock, Kenneth E."
1875,"Hand, Kevin P."
18044,"Handel, C."
7242,"Handsaker, Robert E"
12582,"Handsaker, Robert E."
16453,"Handy, Diane E."
3605,"Hang, Sui"
23481,"Hanisco, T. F."
18045,"Hanke, P."
1109,"Hanken, James"
1512,"Hankins, James"
27022,"Hankinson, Susan E"
5424,"Hankinson, Susan Elizabeth"
25295,"Hann, R."
7243,"Hanna, Matt"
25875,"Hanna, R."
26666,"Hannan, Mohammed A."
966,"Hanner, Robert"
22777,"Hannett, Nancy M"
25849,"Hannna, R."
23699,"Hannon, John"
21148,"Hannoush, Rami N."
15923,"Hannout, Moataz"
761,"Hanrahan, Pat"
8246,"Hansard, Jennifer K."
21067,"Hansel Wankel, Colleen"
7410,"Hansel Wankel, Colleen M."
27110,"Hansel, A."
4323,"Hansel, Armin"
2286,"Hansel, Colleen"
6968,"Hansen, Allison K."
10783,"Hansen, Anders Sejr"
25721,"Hansen, C. J."
14030,"Hansen, Clinton H."
23595,"Hansen, J."
18047,"Hansen, J. B."
18048,"Hansen, J. D."
18046,"Hansen, J. R."
1742,"Hansen, Jeffrey J."
9125,"Hansen, John Mark"
1376,"Hansen, Karen"
22883,"Hansen, Mark"
18049,"Hansen, P. H."
6498,"Hansen, Steffen Foss"
22884,"Hansen, Thomas"
5217,"Hansman, Roberta L."
15092,"Hanson, D."
355,"Hanson, J."
4815,"Hanson, M. P."
4780,"Hanson, Mark A."
7135,"Hanson, Micah P."
6926,"Hanson, Robin"
16806,"Hanson, Thomas E."
16528,"Hansson, Emil M"
18050,"Hansson, P."
10295,"Hao, Guang-You"
